OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS,SHAPE
3456757,04092016767,LENOVO BUILDING 7 CAFE,7001 DEVELOPMENT DRIVE,,MORRISVILLE,NC,27560,(919) 237-8701,2014/09/26 04:00:00+00,Restaurant,15802,-78.87426839,35.86577474,M,
3456758,04092016768,LENOVO BUILDING 8 CAFETERIA,8001 DEVELOPMENT DRIVE,,MORRISVILLE,NC,27560,(919) 237-8600,2014/09/26 04:00:00+00,Restaurant,15803,-78.8782524,35.86448849,M,
3456759,04092016770,DON BETO'S TACOS,421 CHAPANOKE RD ,Suite 105,RALEIGH,NC,27603,(919) 809-2120,2014/10/02 04:00:00+00,Restaurant,15812,-78.65333672,35.73464526,M,
3456760,04092016771,Linus & Pepper's,126 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 649-2154,2014/09/30 04:00:00+00,Restaurant,15825,-78.64041314,35.77862093,M,
3456761,04092016773,CHIPOTLE #2066,9504 STRICKLAND ROAD,,RALEIGH,NC,27615,(919) 322-3259,2014/09/30 04:00:00+00,Restaurant,15842,-78.65494329,35.90183973,M,
3456762,04092040325,WICKED LINKS #1 (WCID #493),4601 CAPITAL BLVD,,RALEIGH,NC,27615,(919) 855-8548,2014/08/16 04:00:00+00,Pushcarts,15845,-78.58176566,35.84605758,M,
3456763,04092040326,WICKED LINKS #2 (WCID #494),11800 GALAXY DRIVE,,WAKE FOREST,NC,27587,(919) 855-8548,2014/08/16 04:00:00+00,Pushcarts,15846,-78.53891499,35.96854621,M,
3456764,04092016776,MANHATTAN CAFE,320 S WILMINGTON  ST ,,RALEIGH,NC,27601,(919) 833-6105,2014/10/16 04:00:00+00,Restaurant,15920,-78.63879789,35.77609151,M,
3456765,04092016780,HARRIS TEETER #430 STARBUCKS,885 WALNUT ST ,,CARY,NC,27511,(919) 481-4251,2014/10/15 04:00:00+00,Restaurant,15927,-78.76562102,35.77485801,M,
3456766,04092016781,FULL MOON OYSTER BAR,1600 VILLAGE MARKET PL ,,MORRISVILLE,NC,27560,(919) 378-9524,2014/10/16 04:00:00+00,Restaurant,15928,-78.81676084,35.80454792,M,
3456767,04092016783,PHO 919 VIETNAMESE CUISINE,3504 DAVIS DRIVE,,MORRISVILLE,NC,27560,(919) 377-0318,2014/10/09 04:00:00+00,Restaurant,15930,-78.84576057,35.81812092,M,
3456768,04092021814,HARRIS TEETER #430 - DELI,885 WALNUT ST.,,CARY,NC,27511,(919) 481-4251,2014/10/15 04:00:00+00,Food Stand,15934,-78.76562102,35.77485801,M,
3456769,04092016784,SCHIANO'S PIZZA PASTA WINGS,948 GATEWAY COMMONS CIRCLE,,WAKE FOREST,NC,27587,(919) 263-9177,2014/10/07 04:00:00+00,Restaurant,15931,-78.49517643,35.96733271,M,
3456770,04092021815,HARRIS TEETER #430 - PRODUCE,885 WALNUT ST ,,CARY,NC,27511,(919) 481-4251,2014/10/15 04:00:00+00,Food Stand,15935,-78.76562102,35.77485801,M,
3456771,04092021816,HARRIS TEETER #430 - MEAT/SEAFOOD,885 WALNUT STREET,,CARY,NC,27511,(919) 481-4251,2014/10/15 04:00:00+00,Food Stand,15936,-78.76562102,35.77485801,M,
3456772,04092016791,HOLLY HILL CHILDREN'S HOSPITAL DINING,201 MICHAEL J. SMITH LANE,,RALEIGH,NC,27610,(919) 250-7000,2014/10/22 04:00:00+00,Restaurant,15946,-78.5783839,35.77913325,M,
3456773,04092016788,RALPH E. CAPPS TEEN CENTER GRILL,721 N. RALEIGH BLVD.,,RALEIGH,NC,27610,(919) 250-3595,2014/10/16 04:00:00+00,Restaurant,15949,-78.61395647,35.79169717,M,
3456774,04092016794,ALEXANDER'S MEDITERRANEAN CUISINE,263 W TIMBER DR ,,GARNER,NC,27529,(919) 779-1183,2014/11/04 05:00:00+00,Restaurant,15954,-78.60613274,35.68500311,M,
3456775,04092016789,KINGS BOWL,141 PARK AT NORTH HILLS STREET,,RALEIGH,NC,27609,(919) 600-5700,2014/10/17 04:00:00+00,Restaurant,15948,-78.63883981,35.83739883,M,
3456776,04092016797,HYATT HOUSE FOOD SERVICE,10962 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 388-5355,2014/11/12 05:00:00+00,Restaurant,15960,-78.84052916,35.85506616,M,
3456777,04092016799,KUMO SUSHI & HIBACHI,2916 N MAIN  ST ,SUITE 112,FUQUAY-VARINA,NC,27526,(919) 986-0983,2014/11/04 05:00:00+00,Restaurant,15965,-78.73259512,35.61559312,M,
3456778,04092021818,PUBLIX #1466 SEAFOOD,1020 BRADFORD PLAZA WAY,,CARY,NC,27513,(919) 460-2082,2014/10/28 04:00:00+00,Food Stand,15966,-78.84558557,35.79325258,M,
3456779,04092300267,PUBLIX #1466 MEAT,1020 BRADFORD PLAZA WAY,,CARY,NC,27513,(919) 460-2082,2014/10/28 04:00:00+00,Meat Market,15967,-78.84558557,35.79325258,M,
3456780,04092021819,PUBLIX #1466 PRODUCE,1020 BRADFORD PLAZA WAY,,CARY,NC,27513,(919) 460-2082,2014/10/28 04:00:00+00,Food Stand,15968,-78.84558557,35.79325258,M,
3456781,04092016800,PUBLIX #1466 DELI,1020 BRADFORD PLAZA WAY,,CARY,NC,27513,(919) 460-2082,2014/10/28 04:00:00+00,Restaurant,15969,-78.84558557,35.79325258,M,
3456782,04092016802,THE MILL,146 S. MAIN STREET,,FUQUAY-VARINA,NC,27526,(919) 557-2123,2014/10/30 04:00:00+00,Restaurant,15971,-78.80003584,35.58300413,M,
3456783,04092016808,Harris Teeter #257 Starbucks,2080 Kildaire Farm RD ,,CARY,NC,27518,(919) 233-9483,2014/11/10 05:00:00+00,Restaurant,15979,-78.78068643,35.73567118,M,
3456784,04092016807,TAZIKI'S RTP,7161 O'KELLY CHAPEL ROAD,,CARY,NC,27519,(919) 371-2693,2014/11/13 05:00:00+00,Restaurant,15980,-78.8882479,35.8441495,M,
3456785,04092016818,LOCKED & LOADED GRILL,305 MCCORMICK STREET,,GARNER,NC,27529,(919) 661-6688,2014/11/14 05:00:00+00,Restaurant,15986,-78.64232131,35.72321476,M,
3456786,04092016820,DOHERTY'S IRISH PUB & RESTAURANT,5490 APEX PEAKWAY,,APEX,NC,27502,(919) 387-4100,2014/11/17 05:00:00+00,Restaurant,15984,-78.86537408,35.73684286,M,
3456787,04092016816,LUCETTEGRACE,235 S. SALISBURY STREET,,RALEIGH,NC,27601,(919) 307-4950,2014/11/21 05:00:00+00,Restaurant,15988,-78.63978714,35.77728834,M,
3456788,04092016815,TUPELO HONEY CAFE,425 OBERLIN ROAD,,RALEIGH,NC,27605,(919) 723-9353,2014/11/24 05:00:00+00,Restaurant,15989,-78.66382646,35.78995167,M,
3456789,04092016814,HARRIS TEETER #104 STARBUCKS,4093 DAVIS DRIVE,,MORRISVILLE,NC,27560,(919) 380-0354,2014/11/19 05:00:00+00,Restaurant,15990,-78.85811524,35.8356255,M,
3456790,04092016822,SUBWAY #11874,411 S Main ST ,,ROLESVILLE,NC,27571-9664,(919) 554-3511,2014/12/01 05:00:00+00,Restaurant,16008,-78.46548935,35.91784089,M,
3456791,04092016824,WING STOP #816,7880 ALEXANDER PROMENADE PLACE,,RALEIGH,NC,27617,(919) 237-3919,2014/12/05 05:00:00+00,Restaurant,16011,-78.77695584,35.91424048,M,
3456792,04092016829,BLAZE PIZZA #1062,1024 MARKET CENTER DRIVE,,MORRISVILLE,NC,27560,(919) 465-9590,2014/12/11 05:00:00+00,Restaurant,16020,-78.81670042,35.80776192,M,
3456793,04092016825,SMASHBURGER,6679-105 FALLS OF NEUSE ROAD,,RALEIGH,NC,27615,(919) 870-9230,2014/12/03 05:00:00+00,Restaurant,16012,-78.62444739,35.87396657,M,
3456794,04092016831,STATE OF BEER,401 HILLSBOROUGH ST,,RALEIGH,NC,27603,(919) 546-9116,2014/12/12 05:00:00+00,Restaurant,16022,-78.64534681,35.78016859,M,
3456795,04092016828,LEVEL UP/VIRGIL'S TAQUERIA,126 S. SALISBURY ST.,,RALEIGH,NC,27601,(919) 833-3866,2014/12/11 05:00:00+00,Restaurant,16026,-78.64041314,35.77862093,M,
3456796,04092016844,DUCK DONUTS,100 WRENN DR ,STE #101,CARY,NC,27511,(919) 468-8722,2014/12/17 05:00:00+00,Restaurant,16041,-78.78400793,35.76514685,M,
3456797,04092016843,FOUNTAIN DINING HALL,2520 SULLIVAN  DR ,,RALEIGH,NC,27695,(919) 515-3963,2014/12/18 05:00:00+00,Restaurant,16042,-78.67872347,35.78447993,M,
3456798,04092016840,MI CANCUN,1106 GRACE PARK DRIVE,,MORRISVILLE,NC,27560,(919) 650-1718,2014/12/30 05:00:00+00,Restaurant,16045,-78.84652233,35.821117,M,
3456799,04092016838,PANERA #1813,6201 GLENWOOD AVE.,,RALEIGH,NC,27612,(919) 334-2726,2014/12/17 05:00:00+00,Restaurant,16047,-78.70383637,35.85593782,M,
3456800,04092016835,ALPACA PERUVIAN CHARCOAL CHICKEN,4614 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 713-0000,2014/12/29 05:00:00+00,Restaurant,16050,-78.57926433,35.84834257,M,
3456801,04092016861,CHIPOTLE #2386,6081  CAPITAL  BLVD ,,RALEIGH,NC,27616,(919) 322-3290,2015/01/13 05:00:00+00,Restaurant,16076,-78.5830954,35.86881664,M,
3456802,04092300268,CARLIE C'S MEAT #810,506 W GANNON AVE ,,ZEBULON,NC,27579,(919) 269-4111,2015/01/23 05:00:00+00,Meat Market,16084,-78.32472591,35.8213969,M,
3456803,04092016848,CAROLINA ALE HOUSE #GMA,500-300 GLENWOOD AVE.,,RALEIGH,NC,27603,(919) 835-2220,2015/01/08 05:00:00+00,Restaurant,16093,-78.64701822,35.78656583,M,
3456804,04092016849,HIBACHI BOWL,8109-129 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 803-2267,2015/01/06 05:00:00+00,Restaurant,16094,-78.69976354,35.66336494,M,
3456805,04092016866,AWAZ'E ETHIOPIAN/ERITREAN CUISINE,904 NE MAYNARD RD ,,CARY,NC,27513,(919) 377-2599,2015/02/05 05:00:00+00,Restaurant,16099,-78.76838418,35.80043542,M,
3456806,04092016870,Southern Foodservice Charter,4200 PARAMOUNT  PKY ,,MORRISVILLE,NC,27560,(919) 460-7304,2015/02/11 05:00:00+00,Restaurant,16107,-78.83206467,35.86029407,M,
3456807,04092016872,HAMPTON INN (Breakfast area),1010 AIRPORT BLVD.,,MORRISVILLE,NC,27560,(919) 462-1620,2015/02/05 05:00:00+00,Restaurant,16110,-78.81932308,35.85346291,M,
3456808,04092021833,HARRIS TEETER #319 PRODUCE,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 05:00:00+00,Food Stand,16119,-78.67971246,35.85737049,M,
3456809,04092021832,HARRIS TEETER #319 DELI,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 05:00:00+00,Food Stand,16120,-78.67971246,35.85737049,M,
3456810,04092021831,HARRIS TEETER #319 MEAT & SEAFOOD,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 05:00:00+00,Food Stand,16121,-78.67971246,35.85737049,M,
3456811,04092021835,KAPLAN CATERING,9420-111 FORUM DRIVE,,RALEIGH,NC,27615,(919) 274-0456,2015/02/23 05:00:00+00,Food Stand,16134,-78.65461063,35.89932731,M,
3456812,04092021830,STARBUCKS AT HARRIS TEETER #319,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 05:00:00+00,Food Stand,16122,-78.67971246,35.85737049,M,
3456813,04092016886,METLIFE CARY CAFE MARKETPLACE,201 METLIFE WAY ,,CARY,NC,27513,(919) 538-7017,2015/02/23 05:00:00+00,Restaurant,16160,-78.79975401,35.83005542,M,
3456814,04092016887,COFFEE & (METLIFE 2),201 METLIFE WAY,,CARY,NC,27513,(919) 538-7017,2015/02/23 05:00:00+00,Restaurant,16161,-78.79975401,35.83005542,M,
3456815,04092016876,LIFE CAFE,8715 FALLS OF NEUSE ROAD,,RALEIGH,NC,27615,(919) 582-7000,2015/02/27 05:00:00+00,Restaurant,16140,-78.61206281,35.89622051,M,
3456816,04092016883,HAMPTON INN & SUITES,3621 SPRING FOREST ROAD,,RALEIGH,NC,27616,(919) 872-7111,2015/03/06 05:00:00+00,Restaurant,16164,-78.57895791,35.85595598,M,
3456817,04092016882,CHICK-FIL-A #699,1803 N. HARRISON AVE.,,CARY,NC,27513,(919) 678-1444,2015/02/16 05:00:00+00,Restaurant,16165,-78.76967135,35.82932558,M,
3456818,04092016877,LIFE CAFE POOLSIDE,8715 FALLS OF NEUSE ROAD,,RALEIGH,NC,27615,(919) 582-7000,2015/02/27 05:00:00+00,Restaurant,16139,-78.61206281,35.89622051,M,
3456819,04092016888,TERRACE DINING ROOM/TERRACE SNACK BAR,1509  Main Campus DR ,,RALEIGH,NC,27606,(919) 515-4343,2015/04/02 04:00:00+00,Restaurant,16190,-78.67973754,35.762815,M,
3456820,04092021836,FOOD LION #727 DELI,900 NE MAYNARD RD ,,CARY,NC,27513,(919) 460-6274,2015/02/27 05:00:00+00,Food Stand,16167,-78.76838418,35.80043542,M,
3456821,04092016891,DUNKIN' DONUTS #348417,3817 WESTERN BLVD ,,RALEIGH,NC,27606,(919) 858-6501,2015/04/08 04:00:00+00,Restaurant,16204,-78.68893987,35.78436967,M,
3456822,04092016902,BRAVOS PIZZERIA,9 N MAIN ST ,,WENDELL,NC,27591,(919) 365-6065,2015/03/18 04:00:00+00,Restaurant,16254,-78.37020589,35.78129266,M,
3456823,04092030278,BACKYARD BISTRO #2  (WCID #531),1235 HURRICANE ALLEY WAY ,,RALEIGH,NC,27607,(919) 851-6203,2015/04/06 04:00:00+00,Mobile Food Units,16247,-78.72554803,35.79896875,M,
3456824,04092016893,3 OLIVES PIZZA & DELI,800-103 S. NEW HOPE ROAD,,RALEIGH,NC,27610,(919) 250-0733,2015/03/13 04:00:00+00,Restaurant,16255,-78.559998,35.76522001,M,
3456825,04092016895,FIRST WATCH #517,6320-130 CAPITAL BLVD.,,RALEIGH,NC,27616,(919) 900-8355,2015/03/20 04:00:00+00,Restaurant,16256,-78.57847149,35.87073431,M,
3456826,04092016900,BRIXX 700,1111 PARKSIDE MAIN ST.,,CARY,NC,27519,(919) 923-4731,2015/03/30 04:00:00+00,Restaurant,16261,-78.88929615,35.84835999,M,
3456827,04092016901,THE LODGE AT WAKE FOREST #5647,1151 S Main ST ,,WAKE FOREST,NC,27587,(919) 554-8768,2015/04/08 04:00:00+00,Restaurant,16262,-78.517068,35.96434421,M,
3456828,04092016908,COURTHOUSE DELI,316 FAYETTEVILLE ST.,,RALEIGH,NC,27601,,2015/04/20 04:00:00+00,Restaurant,16274,-78.63983138,35.7762615,M,
3456829,04092016906,SMOOTHIE U,2600 FOUNDER DR ,,RALEIGH,NC,27695,(919) 513-0809,2015/04/13 04:00:00+00,Restaurant,16272,-78.66895681,35.78776429,M,
3456830,04092021843,Walnut Creek VIP Grill,3801 Rock Quarry RD ,,RALEIGH,NC,27610,(727) 481-1436,2015/04/13 04:00:00+00,Food Stand,16293,-78.578849,35.75017993,M,
3456831,04092021844,Walnut Creek West Main Concession,3801 Rock Quarry  RD ,,RALEIGH,NC,27610,(727) 481-1436,2015/04/29 04:00:00+00,Food Stand,16294,-78.578849,35.75017993,M,
3456832,04092021845,Walnut Creek East Main Concesion,3801 Rock Quarry RD ,,RALEIGH,NC,27601,(727) 481-1436,2015/04/29 04:00:00+00,Food Stand,16295,-78.578849,35.75017993,M,
3456833,04092016912,Cappolla's Pizza & Grill,2462 Walnut ST ,,CARY,NC,27518,(919) 854-7777,2015/04/30 04:00:00+00,Restaurant,16296,-78.74427277,35.7532321,M,
3456834,04092016903,Axis (at Embassy Suites),4700 CREEDMOOR RD ,,RALEIGH,NC,27612-5802,(919) 881-0000,2015/05/06 04:00:00+00,Restaurant,16311,-78.67921987,35.84477033,M,
3456835,04092016913,TAVERN ON THE GREEN,565 COMPETITION RD ,,RALEIGH,NC,27603,(919) 977-8094,2015/05/12 04:00:00+00,Restaurant,16346,-78.66911439,35.67202327,M,
3456836,04092021847,FOOD LION #2199 PRODUCE,12345 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 846-3589,2015/04/29 04:00:00+00,Food Stand,16359,-78.70279728,35.90556515,M,
3456837,04092021846,FOOD LION #586 PRODUCE,3416 POOLE RD ,,RALEIGH,NC,27610,(919) 231-6202,2015/04/24 04:00:00+00,Food Stand,16360,-78.57953442,35.76724484,M,
3456838,04092016926,DEATH AND TAXES,105 W HARGETT ST ,,RALEIGH,NC,27601,(984) 242-0218,2015/04/08 04:00:00+00,Restaurant,16361,-78.64044931,35.77816984,M,
3456839,04092016920,WAKE MED NORTH FALLS CAFE,10000 FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 350-1478,2015/05/07 04:00:00+00,Restaurant,16366,-78.59784664,35.90891239,M,
3456840,04092016919,DOMINO'S #4453,4412 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 872-4000,2015/04/23 04:00:00+00,Restaurant,16367,-78.61118939,35.84340166,M,
3456841,04092016915,Best Western Cary Cafe,1722 Walnut ST ,,CARY,NC,27511,(919) 481-1200,2015/04/30 04:00:00+00,Restaurant,16371,-78.74759386,35.76200677,M,
3456842,04092016927,SHEETZ 555,4010 CONVENIENCE LN ,,CARY,NC,27519,(919) 316-7779,2015/04/24 04:00:00+00,Restaurant,16373,-78.8947698,35.86023957,M,
3456843,04092016929,41 Hundred,4100 MAIN AT NORTH HILLS  ST ,,RALEIGH,NC,27609,(919) 571-8773,2015/05/22 04:00:00+00,Restaurant,16382,-78.64420613,35.83600374,M,
3456844,04092016930,HYATT HOUSE H BAR,160 PARK AT NORTH HILLS  ST ,,RALEIGH,NC,27609,(919) 363-0771,2015/05/22 04:00:00+00,Restaurant,16401,-78.6381178,35.83636391,M,
3456845,04092016932,TAIPEI CAFE,9825-G CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 380-8568,2015/05/29 04:00:00+00,Restaurant,16407,-78.817267,35.81105542,M,
3456846,04092110504,APEX FRIENDSHIP HIGH SCHOOL CAFETERIA,7901 HUMIE OLIVE RD ,,APEX,NC,27502,(919) 694-0500 ext. 20009,2015/05/22 04:00:00+00,Public School Lunchrooms,16409,-78.91098372,35.70021153,M,
3456847,04092016935,TACO BELL #30930,1125 US-70 ,,GARNER,NC,27529,(919) 803-4328,2015/05/21 04:00:00+00,Restaurant,16418,-78.6347529,35.71643061,M,
3456848,04092016933,Biryani XPRX,748 E Chatham ST ,Ste A,CARY,NC,27511,(919) 377-1801,2015/05/26 04:00:00+00,Restaurant,16420,-78.76514284,35.79157176,M,
3456849,04092016944,Himalayan Nepali Cuisine,746 E Chatham ST ,A,CARY,NC,27511,(919) 466-0550,2015/06/04 04:00:00+00,Restaurant,16426,-78.7669176,35.79077934,M,
3456850,04092021853,"LOWES FOODS #190 SEAFOOD, MEAT, & SAUSAGE",930 HIGH HOUSE RD,,CARY,NC,27513-3574,(919) 467-4441,2015/06/08 04:00:00+00,Food Stand,16427,-78.82691634,35.78842126,M,
3456851,04092016947,SOPRANO'S GRILL,1030-101 N ROGERS LN ,,RALEIGH,NC,27610,(919) 878-8848,2015/06/05 04:00:00+00,Restaurant,16431,-78.54837151,35.79167791,M,
3456852,04092021854,FOOD LION #536 PRODUCE,9101 LEESVILLE RD ,,RALEIGH,NC,27613,(919) 848-6082,2015/06/02 04:00:00+00,Food Stand,16434,-78.72548111,35.89676189,M,
3456853,04092016945,PANERA #1806,1004 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 337-0020,2015/06/04 04:00:00+00,Restaurant,16433,-78.88642865,35.84618367,M,
3456854,04092016948,HIBACHI SUSHI,3217 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 233-9119,2015/06/03 04:00:00+00,Restaurant,16443,-78.69565546,35.76674009,M,
3456855,04092016950,JUICEKEYS,5011-B FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(984) 500-0078,2015/06/11 04:00:00+00,Restaurant,16451,-78.61557773,35.84978391,M,
3456856,04092016949,TAVERNA AGORA,326 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 881-8333,2015/06/08 04:00:00+00,Restaurant,16452,-78.64443555,35.78101266,M,
3456857,04092016952,MILANO PIZZA,186 WAKELON ST ,,ZEBULON,NC,27597-2403,(919) 269-4488,2015/06/12 04:00:00+00,Restaurant,16453,-78.31858232,35.83228581,M,
3456858,04092016956,CITY BARBEQUE- GARNER,110 CABELA DR ,,GARNER,NC,27529,(919) 258-2009,2015/06/12 04:00:00+00,Restaurant,16487,-78.58356058,35.69798885,M,
3456859,04092016959,SHERATON RALEIGH KITCHEN/JIMMY V'S OSTERIA & BAR,421 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 834-9900,2015/07/07 04:00:00+00,Restaurant,16509,-78.63990648,35.77493808,M,
3456860,04092016961,TOWNPLACE SUITES CARY/WESTON PKWY.,120 SAGE COMMONS WAY ,,CARY,NC,27513,(919) 678-0005,2015/06/24 04:00:00+00,Restaurant,16512,-78.80567601,35.82777691,M,
3456861,04092016962,CHANTICLEER CAFE & BAKERY,6490 TRYON RD ,,CARY,NC,27518,(919) 781-4810,2015/06/22 04:00:00+00,Restaurant,16513,-78.76236786,35.74415868,M,
3456862,04092016964,SUBWAY #42484,3429 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 762-0521,2015/06/18 04:00:00+00,Restaurant,16515,-78.72588545,35.62516146,M,
3456863,04092016969,JOYCE AND FAMILY RESTAURANT,129 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 567-1717,2015/07/07 04:00:00+00,Restaurant,16521,-78.80056986,35.58594805,M,
3456864,04092016965,RESIDENCE INN/MARRIOTT COURTYARD FOOD SERVICE,10600 LITTLE BRIER CREEK LN ,,RALEIGH,NC,27617,(919) 472-1000,2015/06/18 04:00:00+00,Restaurant,16516,-78.79032466,35.91660723,M,
3456865,04092016976,MCDONALDS #28653,1409 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 552-3190,2015/07/14 04:00:00+00,Restaurant,16530,-78.77166402,35.59372439,M,
3456866,04092021859,Ladyfingers Caterers,627 E Whitaker Mill RD ,,RALEIGH,NC,27608,(919) 828-2270,2015/07/14 04:00:00+00,Food Stand,16528,-78.6305369,35.8074925,M,
3456867,04092016977,MCDONALDS #32242,7100 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 552-4071,2015/07/14 04:00:00+00,Restaurant,16531,-78.83107876,35.63624795,M,
3456868,04092016978,THE BURGER SHOP,203 WAIT AVE ,,WAKE FOREST,NC,27587,(919) 562-2333,2015/07/07 04:00:00+00,Restaurant,16538,-78.50924667,35.9788888,M,
3456869,04092030284,KAT-N-AROUND (WCID #534),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 633-9365,2015/07/06 04:00:00+00,Mobile Food Units,16542,-78.63902823,35.7520526,M,
3456870,04092021861,"LOWES FOODS #185 MEAT, SEAFOOD, SAUSAGE",1845 AVERSBORO RD ,,GARNER,NC,27529,(919) 779-9907,2015/07/08 04:00:00+00,Food Stand,16544,-78.61583865,35.68506427,M,
3456871,04092021862,PAPA MURPHY'S NC046,3434 KILDAIRE FARMS RD ,SUITE 127,CARY,NC,27518,(919) 387-3500,2015/07/17 04:00:00+00,Food Stand,16543,-78.79564018,35.70596311,M,
3456872,04092021860,LOWES FOODS #226 BEEF SHOP,8440 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 266-1031,2015/07/23 04:00:00+00,Food Stand,16545,-78.50931118,35.89359506,M,
3456873,04092016985,MCDONALD'S #12293,3424 POOLE RD ,,RALEIGH,NC,27610,(919) 250-0072,2015/07/17 04:00:00+00,Restaurant,16548,-78.5782115,35.76749701,M,
3456874,04092016986,BIG ED'S NORTH,5009 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 747-9533,2015/07/16 04:00:00+00,Restaurant,16547,-78.61557773,35.84978391,M,
3456875,04092016984,RALEIGH BEER GARDEN,614 GLENWOOD AVE ,,RALEIGH,NC,27603,(984) 232-8074,2015/07/15 04:00:00+00,Restaurant,16549,-78.64672339,35.7880515,M,
3456876,04092016981,NEUSE RIVER BREWING COMPANY,518-100 PERSHING RD ,,RALEIGH,NC,27608,(985) 232-8479,2015/07/22 04:00:00+00,Restaurant,16553,-78.63276831,35.80415325,M,
3456877,04092016987,CARLIE C'S DELI #810,506 W GANNON AVE ,,ZEBULON,NC,27579,(919) 269-4111,2015/07/24 04:00:00+00,Restaurant,16555,-78.32472591,35.8213969,M,
3456878,04092016988,Crazy Fire Mongolian Grill,1270 BUCK JONES RD ,,RALEIGH,NC,27606,(919) 481-2222,2015/08/03 04:00:00+00,Restaurant,16572,-78.7417682,35.76713475,M,
3456879,04092016968,SULTAN'S DELI,1459 BEAVER CREEK COMMONS DR ,,APEX,NC,27502,(919) 367-6007,2015/07/31 04:00:00+00,Restaurant,16569,-78.88353507,35.74506886,M,
3456880,04092016990,CAROLINA ALE HOUSE,400 CONSERVATION RD ,,GARNER,NC,27529,(919) 772-2646,2015/07/16 04:00:00+00,Restaurant,16585,-78.58112499,35.69648535,M,
3456881,04092016991,PIEZANO PIZZA,252 SOUTHTOWN CIR ,,ROLESVILLE,NC,27571,(919) 554-8881,2015/08/06 04:00:00+00,Restaurant,16586,-78.47039393,35.91648281,M,
3456882,04092110505,SCOTTS RIDGE ELEMENTARY CAFETERIA,6601 APEX BARBEQUE RD ,,APEX,NC,27502,(919) 694-0300 ext. 20084,2015/07/31 04:00:00+00,Public School Lunchrooms,16618,-78.88297973,35.7216417,M,
3456883,04092016996,DICED GOURMET SALADS AND WRAPS,1377 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 234-0785,2015/08/11 04:00:00+00,Restaurant,16619,-78.78193785,35.75976468,M,
3456884,04092016998,KABABISH CAFE,201 W CHATHAM ST ,SUITE 103,CARY,NC,27519,(919) 377-8794,2015/08/05 04:00:00+00,Restaurant,16621,-78.78389959,35.78664776,M,
3456885,04092021864,FOOD LION #938 PRODUCE,517 N MAIN ST ,,HOLLY SPRINGS,NC,27540,(919) 557-1175,2015/07/29 04:00:00+00,Food Stand,16623,-78.83686967,35.65965929,M,
3456886,04092016999,BAWARCHI,9601 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 439-7070,2015/07/29 04:00:00+00,Restaurant,16624,-78.81065625,35.80602375,M,
3456887,04092017000,THE GARDEN GRILLE & BAR BY HILTON,3912 ARROW DR ,,RALEIGH,NC,27612,(919) 703-2525,2015/07/28 04:00:00+00,Restaurant,16626,-78.67330245,35.83540932,M,
3456888,04092021865,FOOD LION #434 PRODUCE,1338 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 552-1388,2015/08/04 04:00:00+00,Food Stand,16630,-78.77764161,35.59047463,M,
3456889,04092017003,LA CARRETA,1028-220 OBERLIN RD ,,RALEIGH,NC,27605,(919) 977-3271,2015/08/14 04:00:00+00,Restaurant,16635,-78.65844846,35.79783425,M,
3456890,04092017001,NI ASIAN KITCHEN,8817 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 916-5106,2015/07/28 04:00:00+00,Restaurant,16627,-78.65461063,35.89932731,M,
3456891,04092017007,RISE BISCUITS & DONUTS,1100 MARKET CENTER DR ,,MORRISVILLE,NC,27560,(919) 377-0385,2015/08/20 04:00:00+00,Restaurant,16639,-78.81670042,35.80776192,M,
